Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
145;21101252471;"Italian Journal of Computational Linguistics";journal;"24994553";"Accademia University Press";Yes;Yes;0,229;Q4;4;5;29;215;34;28;1,06;43,00;23,08;0;1;Italy;Western Europe;"Accademia University Press";"2020-2024";"Linguistics and Language (Q2); Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Human-Computer Interaction (Q4)";"Computer Science; Social Sciences"
146;21101132923;"Internet Technology Letters";journal;"24761508";"John Wiley and Sons Inc";No;No;0,226;Q4;25;158;204;2449;282;128;1,58;15,50;34,70;1;37;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2018-2025";"Computer Networks and Communications (Q3); Artificial Intelligence (Q4); Information Systems (Q4); Software (Q4)";"Computer Science"
147;21101186203;"International Journal of Intelligent Engineering Informatics";journal;"17588715, 17588723";"Inderscience Publishers";No;No;0,221;Q4;6;25;39;1415;99;39;2,54;56,60;28,57;0;5;United Kingdom;Western Europe;"Inderscience Publishers";"2022-2025";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Human-Computer Interaction (Q4); Signal Processing (Q4); Software (Q4)";"Computer Science"
148;21101092539;"Advances in Distributed Computing and Artificial Intelligence Journal";journal;"22552863";"University of Salamanca";Yes;Yes;0,219;Q4;9;28;65;1025;88;65;1,28;36,61;24,66;0;7;Spain;Western Europe;"University of Salamanca";"2019-2024";"Computer Networks and Communications (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Information Systems (Q4)";"Computer Science"
149;17700155820;"WSEAS Transactions on Systems and Control";journal;"22242856, 19918763";"World Scientific and Engineering Academy and Society";Yes;No;0,215;Q4;22;52;203;1255;180;203;0,82;24,13;31,30;0;15;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2008-2025";"Artificial Intelligence (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
150;21100325719;"International Journal of Mechatronics and Automation";journal;"20451059, 20451067";"Inderscience";No;No;0,145;Q4;17;0;43;0;23;43;0,15;0,00;0,00;0;0;Switzerland;Western Europe;"Inderscience";"2011-2018, 2020-2022";"Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Mechanics (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4)";"Computer Science; Engineering; Mathematics"
151;21100204931;"Sistemi Intelligenti";journal;"11209550, 19738226";"Il Mulino publishing house";No;No;0,141;Q4;9;37;124;1828;36;117;0,43;49,41;49,45;0;4;Italy;Western Europe;"Il Mulino publishing house";"1997-2024";"Linguistics and Language (Q3); Artificial Intelligence (Q4); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4)";"Computer Science; Neuroscience; Psychology; Social Sciences"
152;21100411629;"Web Intelligence";journal;"24056464, 24056456";"SAGE Publications Ltd";No;No;0,136;Q4;26;31;78;1264;39;78;0,46;40,77;45,28;0;8;Netherlands;Western Europe;"SAGE Publications Ltd";"2015-2024";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Software (Q4)";"Computer Science"
153;6700153285;"International Journal of Mobile Network Design and Innovation";journal;"17442869, 17442850";"Inderscience Enterprises Ltd";No;No;0,113;Q4;12;12;20;262;5;20;0,15;21,83;24,00;0;5;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2007, 2009-2024";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Management Information Systems (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science"
154;21101042133;"Hellenic Journal of Radiology";journal;"26541629, 25290568";"Zita Medical Management";No;No;0,106;Q4;4;28;83;560;8;74;0,06;20,00;45,12;0;13;Greece;Western Europe;"Zita Medical Management";"2019-2024";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Computer Science; Health Professions; Medicine"
155;24847;"Revue d'Intelligence Artificielle (discontinued)";journal;"19585748, 0992499X";"International Information and Engineering Technology Association";No;No;;-;25;38;360;1408;634;360;1,65;37,05;32,98;0;12;France;Western Europe;"International Information and Engineering Technology Association";"1995-2024";"Artificial Intelligence; Software";"Computer Science"
